"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"4WGPM23V","journalArticle","2024","Otsu, K.; Masó, J.","Digital Twins for Research and Innovation in Support of the European Green Deal Data Space: A Systematic Review","Remote Sensing","","20724292 (ISSN); 9780891814184 (ISBN); 0891814183 (ISBN); 9780123694072 (ISBN)","10.3390/rs16193672","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206489227&doi=10.3390%2Frs16193672&partnerID=40&md5=afa43be925d957290674064b6bad9b56","According to the European Data Strategy established in 2020, the European Open Science Cloud (EOSC) is described as “the basis for a science, research and innovation data space… and will be connected and articulated with the sectoral data spaces”, being one of the 14 European Common Data Spaces. While current cross-sectoral interactions with the EOSC are realised through the association’s Health Data Task Force, advancements in other EU priorities, such as the Green Deal and the Digital Strategy, should be accelerated in the green and digital transitions and integrated by reinforcing each other to be climate-neutral by 2050. With this motivation, this paper systematically reviews data spaces and digital twins (DTs) within the context of research and innovation. Specifically, focusing on the relevance of the EOSC to the Green Deal Data Space (GDDS) and DTs of the Earth, the relationship between them is explored using a topic search with various keyword combinations in the Web of Science and CORDIS databases. Based on the selected scientific articles and projects, collaboration opportunities are mapped to connect relevant stakeholders. Furthermore, existing and developing service components that could contribute to technical building blocks for the GDDS are identified. In summary, key findings are highlighted, addressing the current gaps and opportunities among the GDDS initiatives presented in this review. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:03","2025-11-19 21:05:28","","","","19","16","","Remote Sens.","","","","","","","","English","","","Scopus","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","","C:\Users\jvcte\Zotero\storage\VVRIWXXY\Otsu e Masó - 2024 - Digital Twins for Research and Innovation in Support of the European Green Deal Data Space A System.pdf","","Digital transition; Systematic Review; digital twins; 'current; Data space; data spaces; Destination earth; Destination Earth; digital transition; European green deal; European Green Deal; European open science cloud; European Open Science Cloud; Green development; Open science; Science clouds; Science research; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KG79BWDU","journalArticle","2024","Ohueri, C.C.; Masrom, M.A.N.; Seghier, T.E.","Digital twin for decarbonizing operating buildings: A systematic review and implementation framework development","Energy and Buildings","","03787788 (ISSN)","10.1016/j.enbuild.2024.114567","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200210203&doi=10.1016%2Fj.enbuild.2024.114567&partnerID=40&md5=1d09c50942a0181f58ba3b4c6adc5220","Digital Twin (DT) technology presents a transformative approach to retrofitting practices, with the potential of decarbonizing operating buildings (DOBs) by up to 30 %. However, the fragmented nature of the extensive International Organization for Standardization (ISO) guidelines for carbon assessment and the complexity of DT systems, hinder practitioners’ efforts to fully realize DT's potential in achieving the 2050 zero-emission target for operating buildings. This is evident in the continuous increase in operational carbon emissions from buildings, which reached an all-time high of 10 gigatonnes (GtCO<inf>2</inf>) in 2022, and the mere 13 % global adoption rate of DT in building retrofitting. The aim of this review study is to develop a DT-driven Decarbonization Framework for Operating Buildings (DT-DeFOB) – a pathway for cohesive implementation of complex DT systems for DOBs. Using the inclusion and exclusion method, 243 relevant studies from 2018 to 2023 were selected for scientometrics mapping and systematic literature review (SLR). Furthermore, 20 ISO guidelines were selected for comprehensive document analysis. The findings indicated a growing trajectory in DT literature; however, a limited definitive trend in its effectiveness for DOB was evident. The SLR highlighted a lack of dynamic carbon criteria tailored for operating buildings, as well as a notable absence of a cohesive pathway for implementing multifaceted DT systems in DOBs. Hence, the critical components of DT-DeFOB were established, including a Dynamic Operational Carbon Reduction Guide (DOCReG) – a crucial component of DT-DeFOB developed via document analysis of the 20 selected ISO, Technology Interconnections, Human Engagement, Data Integration, and Lifecycle Management. DT-DeFOB provides a pioneering blueprint to help achieve the construction sector's 2050 net-zero carbon target, presenting a ground-breaking approach for impactful climate change mitigation strategies. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:04","2025-11-19 21:07:35","","","","","320","","Energy Build.","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier Ltd","","C:\Users\jvcte\Zotero\storage\5FYRERSB\Ohueri et al. - 2024 - Digital twin for decarbonizing operating buildings A systematic review and implementation framework.pdf","","Climate change; Complex systems; Systematic literature review; Buildings; Information management; Data integration; Digital twin; Building decarbonization; Operational carbon reduction; Zero Emission Buildings (ZEBs); Construction industry; Life cycle; Retrofitting; Acidification; Air pollution; Carbon reduction; Decarbonisation; Decarbonising; Decarbonization; Documents analysis; International organization for standardizations; Zero emission building; Zero emission buildings; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B9JW79B5","journalArticle","2024","Pretel, E.; Moya, A.; Navarro, E.; López-Jaquero, V.; González, P.","Analysing the synergies between Multi-agent Systems and Digital Twins: A systematic literature review","Information and Software Technology","","09505849 (ISSN)","10.1016/j.infsof.2024.107503","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195424921&doi=10.1016%2Fj.infsof.2024.107503&partnerID=40&md5=ce0d2d117645a9406b3858fcfcd59764","Context: Digital Twins (DTs) are used to augment physical entities by exploiting assorted computational approaches applied to the virtual twin counterpart. A DT is generally described as a physical entity, its virtual counterpart, and the data connections between them. Multi-Agent Systems (MAS) paradigm is alike DTs in many ways. Agents of MAS are entities operating and interacting in a specific environment, while exploring and collecting data to solve some tasks. Objective: This paper presents the results of a systematic literature review (SLR) focused on the analysis of current proposals exploiting the synergies of DTs and MAS. This research aims to synthesize studies that focus on the use of MAS to support DTs development and MAS that exploit DTs, paving the way for future research. Method: A SLR methodology was used to conduct a detailed study analysis of 64 primary studies out of a total of 220 studies that were initially identified. This SLR analyses three research questions related to the synergies between MAS and DT. Results: The most relevant findings of this SLR and their implications for further research are the following: i) most of the analyzed proposals design digital shadows rather than DT; ii) they do not fully support the properties expected from a DT; iii) most of the MAS properties have not fully exploited for the development of DT; iv) ontologies are frequently used for specifying semantic models of the physical twin. Conclusions: Based on the results of this SLR, our conclusions for the community are presented in a research agenda that highlights the need of innovative theoretical proposals and design frameworks that guide the development of DT. They should be defined exploiting the properties of MAS to unleash the full potential of DT. Finally, ontologies for machine learning models should be designed for its use in DT. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:04","2025-11-19 20:48:22","","","","","174","","Inf Software Technol","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","","C:\Users\jvcte\Zotero\storage\ZLKIZR92\Pretel et al. - 2024 - Analysing the synergies between Multi-agent Systems and Digital Twins A systematic literature revie.pdf","","Internet of things; Internet of Things; Literature review; Systematic literature review; Digital twin; MAS; Multi-agent system; Ontology; 'current; Property; Community IS; Computational approach; Data connection; Literature reviews; Multi agent systems; Ontology's; Research questions; Semantic modelling; Semantics; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"47TR8Z9D","journalArticle","2024","Kreuzer, T.; Papapetrou, P.; Zdravkovic, J.","Artificial intelligence in digital twins—A systematic literature review","Data and Knowledge Engineering","","0169023X (ISSN)","10.1016/j.datak.2024.102304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190070128&doi=10.1016%2Fj.datak.2024.102304&partnerID=40&md5=3ba1ba433815b394e18632a808eb6a25","Artificial intelligence and digital twins have become more popular in recent years and have seen usage across different application domains for various scenarios. This study reviews the literature at the intersection of the two fields, where digital twins integrate an artificial intelligence component. We follow a systematic literature review approach, analyzing a total of 149 related studies. In the assessed literature, a variety of problems are approached with an artificial intelligence-integrated digital twin, demonstrating its applicability across different fields. Our findings indicate that there is a lack of in-depth modeling approaches regarding the digital twin, while many articles focus on the implementation and testing of the artificial intelligence component. The majority of publications do not demonstrate a virtual-to-physical connection between the digital twin and the real-world system. Further, only a small portion of studies base their digital twin on real-time data from a physical system, implementing a physical-to-virtual connection. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:06","2025-11-20 11:06:59","","","","","151","","Data Knowl Eng","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","","C:\Users\jvcte\Zotero\storage\ZGNDMZ6B\Kreuzer et al. - 2024 - Artificial intelligence in digital twins—A systematic literature review.pdf","","Artificial intelligence; Machine learning; Data mining; Literature review; Systematic literature review; Digital twin; Business intelligence; Modeling approach; E-learning; Machine-learning; Real-time data; Applications domains; Literature reviews; Business-intelligence; Depth models; Physical connections; Real-world system; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C35LXNJ3","journalArticle","2024","Somma, A.; De Benedictis, A.; Esposito, C.; Mazzocca, N.","The convergence of Digital Twins and Distributed Ledger Technologies: A systematic literature review and an architectural proposal","Journal of Network and Computer Applications","","10958592 (ISSN); 10848045 (ISSN)","10.1016/j.jnca.2024.103857","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186518800&doi=10.1016%2Fj.jnca.2024.103857&partnerID=40&md5=a81535e3de5635c4631f20bbba5c9edf","In recent years, the emerging Digital Twin (DT) technology is playing a key role in fostering the transition towards the Industry 4.0. DTs, representing virtual replicas of physical objects, products or processes established thanks to a bidirectional continuous flow of information between the physical and the virtual world, are currently adopted in multiple domains such as manufacturing, aerospace, automotive, energy, construction, smart cities and smart mobility, etc. DTs live together with the physical system they replicate, receiving the same data and often triggering specific control actions that directly impact on the real system status. When dealing with DTs of complex Cyber-Physical Systems (CPSs), the data sources may be heterogeneous and untrustworthy, which requires the DT to be able to address security issues related to data in transit from/to the physical twin and data at rest. A possible way to address these data security issues consists in adopting Distributed Ledger Technologies (DLTs) which provide several security guarantees on data through cryptographic hashing techniques. In this work, we present a three-fold contribution: (i) we discuss the results of a Systematic Literature Review (SLR) on the state-of-the-art of the research related to the integration between DLT and Digital Twins, aimed at clarifying relevant aspects such as, among others, what is the favourite DLT choice in existing proposals or what is the type of DT-related information to store on-chain; (ii) leveraging the SLR results and other related research, we propose an architectural framework for the integration of DT and DLTs (more specifically, blockchains); (iii) we validate the proposed architecture by means of two proof-of-concept implementations leveraging different technological stacks and taking into account two different operational scenarios. Finally, we conduct a requirements coverage analysis and compare the PoCs through a coverage matrix. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:06","2025-11-16 18:28:37","","","","","225","","J Network Comput Appl","","","","","","","","English","","","Scopus","","","","Publisher: Academic Press","","C:\Users\jvcte\Zotero\storage\TLLZZ9FM\Somma et al. - 2024 - The convergence of Digital Twins and Distributed Ledger Technologies A systematic literature review.pdf","","Blockchain; Network security; Systematic literature review; Digital Twins; Cybersecurity; Data security; Data trustworthiness; Distributed Ledger Technologies; Reference architecture; Virtual reality; Embedded systems; Cyber Physical System; Physical objects; Block-chain; Continuous-flow; Distributed ledg technology; Distributed ledger; Physical process; Physical products; Security issues; included; included.i1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BN2653D2","journalArticle","2024","Karabulut, E.; Pileggi, S.F.; Groth, P.; Degeler, V.","Ontologies in digital twins: A systematic literature review","Future Generation Computer Systems","","0167739X (ISSN)","10.1016/j.future.2023.12.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181034395&doi=10.1016%2Fj.future.2023.12.013&partnerID=40&md5=b0373df306d2e0b07ca6325f30170f8c","Digital Twins (DT) facilitate monitoring and reasoning processes in cyber–physical systems. They have progressively gained popularity over the past years because of intense research activity and industrial advancements. Cognitive Twins is a novel concept, recently coined to refer to the involvement of Semantic Web technology in DTs. Recent studies address the relevance of ontologies and knowledge graphs in the context of DTs, in terms of knowledge representation, interoperability and automatic reasoning. However, there is no comprehensive analysis of how semantic technologies, and specifically ontologies, are utilized within DTs. This Systematic Literature Review (SLR) is based on the analysis of 82 research articles, that either propose or benefit from ontologies with respect to DT. The paper uses different analysis perspectives, including a structural analysis based on a reference DT architecture, and an application-specific analysis to specifically address the different domains, such as Manufacturing and Infrastructure. The review also identifies open issues and possible research directions on the usage of ontologies and knowledge graphs in DTs. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:06","2025-11-20 11:09:47","","442-456","","","153","","Future Gener Comput Syst","","","","","","","","English","","","Scopus","","","","Publisher: Elsevier B.V.","","C:\Users\jvcte\Zotero\storage\55VJIMTA\Karabulut et al. - 2024 - Ontologies in digital twins A systematic literature review.pdf","","Internet of things; Systematic literature review; Digital twin; Cyber-physical systems; Cyber–physical systems; Knowledge graphs; Ontology; Semantic web; Industrial research; Cybe-physical systems; Ontology's; Knowledge graph; Monitoring process; Ontology graphs; Reasoning process; Research activities; Semantic Web; Semantic-Web; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ESDRTMG9","journalArticle","2024","Guinea-Cabrera, M.A.; Holgado-Terriza, J.A.","Digital Twins in Software Engineering—A Systematic Literature Review and Vision","Applied Sciences (Switzerland)","","20763417 (ISSN)","10.3390/app14030977","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85196390166&doi=10.3390%2Fapp14030977&partnerID=40&md5=5eb84543f477f4596d8e60886c4e2f47","Featured Application: Secure Integration of the IoT and Digital Twins. Digital twins are a powerful consequence of digital transformation. In fact, they have been applied to many industries to enhance operations, predict needs, improve decision making, or optimize performance, even though the definition of digital twins is still evolving. However, their impact on the software industry is still limited. Thus, this work aims to analyze the current adoption of digital twins in the software industry as a potential path to integrate them into application lifecycle management. To achieve this objective, first, the significant characteristics of current digital twins are analyzed in their application to manufacturing to understand how the knowledge and the lessons learned can be transferred to the software industry. Second, a systematic literature review was conducted on Scopus, the Web of Science, and the ScienceDirect database. The literature review revealed 93 documents after data screening and cleaning 251 initial documents. Our main findings are that digital twins are already influencing and will significantly affect the software industry, revolutionizing various aspects of the software development lifecycle. This study tackles what identifies a digital twin in the software industry, the specific domains and areas where they can be applied in the software lifecycle, and the proposed approaches explored to build digital twins for developing, deploying, and maintaining software systems. Finally, this study proposes some guidelines for building digital twins in the context of application lifecycle management. Determining an appropriate roadmap shortly is essential to achieve a widespread applicability to building suitable digital twins and preparing organizations for the software industry. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:07","2025-11-20 11:25:13","","","","3","14","","Appl. Sci.","","","","","","","","English","","","Scopus","","","","Publisher: Multidisciplinary Digital Publishing Institute (MDPI)","","C:\Users\jvcte\Zotero\storage\A4TW9S6C\Guinea-Cabrera e Holgado-Terriza - 2024 - Digital Twins in Software Engineering—A Systematic Literature Review and Vision.pdf","","digital twin; digital transformation; software development; software engineering; software industry; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D3F2QJVE","journalArticle","2024","Kuštelega, M.; Mekovec, R.; Shareef, A.","Privacy and security challenges of the digital twin: systematic literature review","Journal of Universal Computer Science","","0948695X (ISSN); 09486968 (ISSN)","10.3897/jucs.114607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85215411229&doi=10.3897%2Fjucs.114607&partnerID=40&md5=922bff14ca4a6e45eee740c5d3346c01","As technology advances and becomes more extensively used, digital twins are likely to play an increasingly crucial role in defining the future of industry, trade, and society. Despite the stated advantages and potential of digital twin technology, certain research and implementation gaps exist, which have hindered the adoption and advancement of digital twins. This study investigates how current research on the digital twin implementations has been positioned in front of practical challenges focused on privacy and security issues. The research method adopted was a systematic literature review, employing the PRISMA approach. A total of 47 publications were identified and analyzed. The results indicate that the privacy and security challenges for digital twin implementation are complicated and may be divided into six primary groups: (1) data privacy, (2) data security, (3) data management, (4) data infrastructure and standardization, (5) ethical and moral issues, (6) legal and social issues. © 2025 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:07","2025-11-20 11:04:16","","1782-1806","","13","30","","J. Univers. Comput. Sci.","","","","","","","","English","","","Scopus","","","","Publisher: IICM","","C:\Users\jvcte\Zotero\storage\6KFSWHQE\Kuštelega et al. - 2024 - Privacy and security challenges of the digital twin systematic literature review.pdf","","literature review; Digital twin; privacy; challenges; PRISMA; security; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ELYDV5G","journalArticle","2024","Listl, F.G.; Dittler, D.; Hildebrandt, G.; Stegmaier, V.; Jazdi, N.; Weyrich, M.","Knowledge Graphs in the Digital Twin: A Systematic Literature Review About the Combination of Semantic Technologies and Simulation in Industrial Automation","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2024.3514923","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212072573&doi=10.1109%2FACCESS.2024.3514923&partnerID=40&md5=8370c37531ebbe7cb82c6cd7369a4d70","The ongoing digitization of the industrial sector has reached a pivotal juncture with the emergence of Digital Twins, offering a digital representation of physical assets and processes. One key aspect of these digital representations is the utilization of simulation models, enabling a deeper insight into the asset's current state and its characteristics. This paper asserts that the next evolutionary step in this digitization journey involves the integration of intelligent linkages between diverse simulation models within the Digital Twin framework. Crucially, for the Digital Twin to be a scalable and cost-effective solution, there is a pressing need for automated adaption, (re-)configuration, and generation of simulation models. Recognizing the inherent challenges in achieving such automation, this paper analyses the utilization of knowledge graphs as a potentially very suitable technological solution. Knowledge graphs, acting as interconnected and interrelated databases, provide a means of seamlessly integrating different data sources, facilitating the efficient integration and automated adaption of data and (simulation) models in the Digital Twin. We conducted a comprehensive literature review to analyze the current landscape of knowledge graphs in the context of Digital Twins with a focus on simulation models. By addressing the challenges associated with scalability and maintenance, this research contributes to the effective adoption of Digital Twins in the industrial sector, paving the way for enhanced efficiency, adaptability, and resilience in the face of evolving technological landscapes. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:08","2025-11-20 11:01:06","","187828-187843","","","12","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","C:\Users\jvcte\Zotero\storage\ZY9J2XHH\Listl et al. - 2024 - Knowledge Graphs in the Digital Twin A Systematic Literature Review About the Combination of Semant.pdf","","Simulation; simulation; Systematic literature review; Digital twin; Knowledge graphs; Industrial sector; 'current; Knowledge graph; Digital representations; Digitisation; Industrial automation; knowledge graph; semantic technologies; Semantic technologies; Simulation model; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSZKMPPS","conferencePaper","2024","Yan, J.; Lu, Q.; Moretti, N.; Li, N.","A systematic review of generating the common data environment for city-level digital twins","Proc. Int. Workshop Intell. Comput. Eng., EG-ICE","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207235923&partnerID=40&md5=81d7e06303489f52ab17b75ea2d1799d","The concept of Digital Twin (DT) has been greatly welcomed in Architectural, Engineering, Construction and Facility Management (AEC/FM) sector. From the concept to practice, the most dominant challenge could be the data management. Especially, the potentials of DTs in diverse application scenarios have been proposed from building to infrastructure, and to the city level under the requirements of multiple stakeholders. In this context, the data issues are aggravated facing the increasing heterogeneous data from the physical environment. However, there is limited research works examining and summarizing the data management issues when constructing DTs comprehensively in the AEC/FM sector. Therefore, this study aims to address this knowledge gap. First, a data environment with the enablers of data sources, data ecosystem, and data consumers connecting the physical and virtual spaces is defined. Specifically, the data ecosystem enabler is defined with five functional components (i.e., data collection and ingestion, data process and integration, data analysis and representation, data storage, and data pipelines). Then, 149 academic research works were selected as the data set for the systematic literature review. The review and analysis are conducted based on the structure of the enablers in a data environment. This research intends to bring thorough and practical insights of DTs from building to city level assets for researchers, practitioners, and policy makers. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:09","2025-11-16 16:22:30","","115-124","","","","","","","","","","","European Group for Intelligent Computing in Engineering (EG-ICE)","","English","","","Scopus","","","","Journal Abbreviation: Proc. Int. Workshop Intell. Comput. Eng., EG-ICE","","","","Information management; Data integration; Facilities management; Systematic Review; Application scenario; Architectural engineering constructions; Construction management; Data assimilation; Data environment; Diverse applications; Engineering management; Heterogeneous data; Multiple stakeholders; Plant management; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B2E9STXD","journalArticle","2024","Verdecchia, R.; Scommegna, L.; Picano, B.; Becattini, M.; Vicario, E.","Network Digital Twins: A Systematic Review","IEEE Access","","21693536 (ISSN)","10.1109/ACCESS.2024.3453034","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203658258&doi=10.1109%2FACCESS.2024.3453034&partnerID=40&md5=a3881aec590ef99ef5d89df4523cf655","Network management is becoming more complex due to various factors. The growth of IoT increases the number of nodes to control. The combination of Edge and Fog Computing with distributed algorithms makes network synchronization challenging. Softwarized technologies simplify network management but create integration issues with legacy networks. Even in industrial settings where drones and mobile robots are used, proper network management is crucial yet challenging. In this context, digital twins can be used to replicate the structure and behavior of the physical network and at the same time can be used to successfully manage the complexity and heterogeneity of current networks. Despite the rapid growth of interest in the topic, a comprehensive overview of Network Digital Twin research is currently missing. To address this gap, in this paper, we present a systematic review of the Network Digital Twin literature. From the analysis of 138 primary studies, various insights emerge. Networking Digital Twin is a particularly recent concept that has been explored in the literature since 2017 and is experiencing a steady increase to this day. The vast majority of the studies propose solutions to optimize network performance, but there are also many oriented towards other goals such as security and functional suitability. The three most recurrent application domains, as self-reported in the primary studies, are those of smart industry, edge computing, and vehicular. The main research topics aim at network optimization, support for offloading, resource allocation, and floor monitoring, but also support in the implementation of machine learning algorithms such as federated learning. As a conclusion, Networking Digital Twin proves to be a promising emerging field both for academics and practitioners. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:09","2025-11-16 16:49:20","","145400-145416","","","12","","IEEE Access","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","C:\Users\jvcte\Zotero\storage\8NSPMPEK\Verdecchia et al. - 2024 - Network Digital Twins A Systematic Review.pdf","","Fog computing; Resource allocation; Systematic literature review; Digital twins; systematic literature review; Systematic Review; Management IS; 'current; computer networks; Industrial settings; Integration issues; Legacy networks; Network synchronization; Networks management; Physical network; included; included.i1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKWCSI3A","journalArticle","2024","Yuan, J.; Ma, J.; Tian, Z.; Man, K.L.","Digital Twin Integration With Data Fusion for Enhanced Photovoltaic System Management: A Systematic Literature Review","IEEE Open Journal of Power Electronics","","26441314 (ISSN)","10.1109/OJPEL.2024.3422021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197498186&doi=10.1109%2FOJPEL.2024.3422021&partnerID=40&md5=54570fa7fa287621337f8435e0104c71","The integration of Digital Twin (DT) technology into the photovoltaic (PV) sector represents a significant advancement in energy management, optimization, servicing, and maintenance. This comprehensive literature review aims to enhance understanding, categorization, and adoption of DT and data fusion technologies within the PV industry to guide future research endeavors. The review categorizes PV models into three types: digital models, digital shadows, and digital twins, based on their data connection and integration attributes. It recognizes data fusion as the critical enabling technology for the development of complex DT models and proposes a framework for integrating data fusion with DT systems. A detailed examination of prevalent PV modeling methodologies is conducted to delineate their advantages and limitations, serving as a valuable resource for industry practitioners. The paper concludes that digital models and digital shadows are effective for initial PV system forecast and monitoring, while fully integrated DT models offer significant advantages, including real-time analysis, predictive capabilities, and active system optimization. However, implementing and maintaining DT models require advanced data analytics, high computational costs, and robust system security, presenting important challenges to be addressed in future research endeavors. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:10","2025-11-16 16:19:38","","1045-1058","","","5","","IEEE Open J. Power Electron.","","","","","","","","English","","","Scopus","","","","Publisher: Institute of Electrical and Electronics Engineers Inc.","","C:\Users\jvcte\Zotero\storage\FWZAPDTP\Yuan et al. - 2024 - Digital Twin Integration With Data Fusion for Enhanced Photovoltaic System Management A Systematic.pdf","","Biological system modeling; Systematic literature review; Information management; Data integration; Solar energy; Photovoltaic systems; Digital modeling; Digital shadow; Optimisations; Data fusion; Biological systems; Control systems; Energy model; modeling; Photovoltaic model; photovoltaic power systems; Photovoltaics; solar energy; Solar power generation; Systems management; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UL9X8LQG","journalArticle","2024","Syed Abdul Rahman, S.A.F.; Abdul Maulud, K.N.; Ujang, U.; Wan Mohd Jaafar, W.S.; Shaharuddin, S.; Ab Rahman, A.A.","The Digital Landscape of Smart Cities and Digital Twins: A Systematic Literature Review of Digital Terrain and 3D City Models in Enhancing Decision-Making","SAGE Open","","21582440 (ISSN)","10.1177/21582440231220768","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182144537&doi=10.1177%2F21582440231220768&partnerID=40&md5=e4645ddb5cfa50150609ee85f59ddd6d","The digitalization of urban mechanisms relies on the integration of digital terrain and 3D city models. However, a systematic examination of this topic within the context of integrated smart cities or digital twins has been lacking, hindering reproducibility and interpretation of results. To address this gap, this study conducts a systematic literature review to explore the role of digital terrain and 3D city models in supporting urban decision-making for integrated smart cities or digital twins. By following a review protocol, research questions were formulated, and systematic search strategies were implemented involving reputable databases such as Scopus, Web of Science, Science Direct, Emerald, Taylor Francis, Springer Link, and Sage Journals. The review process included identification, screening, eligibility assessment, quality appraisal, data extraction, and thematic analysis. The thematic analysis identified eight main themes and 22 sub-themes, shedding light on various aspects of digital terrain and 3D city models in urban decision-making, including (1) data integration and interoperability, (2) integrated visualization; (3) environmental simulation; (4) digital twins application; (5) smart cities application; (6) semantic enrichment; (7) applied planning; and (8) urban planning. This systematic review identifies gaps in the field and provides directions for future studies. © 2024 Elsevier B.V., All rights reserved.","2024","2025-11-16 16:08:12","2025-11-16 18:26:06","","","","1","14","","SAGE Open","","","","","","","","English","","","Scopus","","","","Publisher: SAGE Publications Inc.","","C:\Users\jvcte\Zotero\storage\YXKB66NQ\Syed Abdul Rahman et al. - 2024 - The Digital Landscape of Smart Cities and Digital Twins A Systematic Literature Review of Digital T.pdf","","digital twin; smart cities; 3D city model; SLR; digital terrain; included","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
